,TCGA.A6.2681.01,TCGA.A6.5666.01,TCGA.A6.5667.01
mrna_GAK,1.4163163431336716,-0.5298230898221394,-0.7789325494387394
mrna_ALDOC,0.40677270213205974,0.25643383421272176,0.6977647583770545
mrna_KCNH6,0.06768598134235926,0.3807435702668434,-0.060938622078060514
mrna_LINC01376,-0.9315565958198643,0.8272168438370184,-0.7557425851724099
mrna_DCTN5,1.26673811136018,-0.6591086398451009,0.21760880526571824
mrna_NXPE4,0.448127540083127,-1.2544553052324123,1.9084419926220595
mrna_NFS1,1.3180549887685977,0.572296739578865,2.375545228973201
mrna_ZSCAN30,-1.351304186948161,-2.1956294897873927,0.28344786854131643
mrna_PPP3CB,-1.5305818560363282,0.03657660591201965,-1.6159918385304906
mrna_PCSK1,-0.47846873421502034,-0.05518475036075411,-0.21862723192484623
mrna_PORCN,1.8748781453027088,-0.5606411671649997,0.7303289122115875
mrna_MPHOSPH8,-0.0436832823607141,0.04044183534419693,0.05755169986854643
mrna_YTHDF1,1.2007427669834327,0.06441578508970325,2.3379539781004164
mrna_GAS2L3,-1.4904595240513536,-0.5653529430955825,0.745096617435143
mrna_TCTEX1D2,-1.642086694656113,-0.03266095799124109,-1.5408103097035366
mrna_SPDYE1,-0.2674675705810884,-0.15747242565504177,-0.36295464384844955
mrna_LOC553103,-0.7105027011585101,-0.8847180276659715,-1.2520440145999197
mrna_KIAA1107,-1.579267255924404,0.6609499110667076,1.3546382564983288
mrna_GDAP1,-0.14052979249703942,2.118640445432729,2.169084888545477
mrna_AZIN1,-1.6579335936925206,0.5797708240104363,1.5527263753225256
mrna_ACHE,0.3714418833983825,-0.7637369100173806,1.2079343986694884
mrna_MGAT4B,1.4922127192147183,-1.2302253685388687,0.17159444204324478
mrna_KIF12,-0.021476462223219545,0.6929819380837916,-1.0436723571810953
mrna_C8orf59,-2.744606136675534,1.5965267336854216,1.1874101027332125
mrna_NELL1,-0.5202908094856036,-0.23773687667375532,-0.38599246269222565
mrna_FAM219B,-0.9685980782170935,-0.7154752752406947,-1.133491193747416
mrna_PPP1R13L,0.9583167533752494,-1.3810350550874582,-0.6195940552985972
mrna_MFAP2,0.5096412208677339,-1.191468636846652,0.12076438244180428
mrna_PDCD1,-0.1049506232282582,-0.7852099524884032,-0.48678906642869857
mrna_TLE4,0.04654641130486972,-0.5162719991282599,-0.709509470685229
mrna_LOC644656,-1.3213307529391036,0.011118076310709027,-0.5897123731358198
mrna_PNPLA4,1.4206466441298564,1.6819313732647672,0.5486822002575529
mrna_DDO,0.11503656659297518,0.6909709620385741,-0.9838896635985553
mrna_ACKR4,-0.7686108501978847,-0.8564100746402856,-0.7770226447444871
mrna_GNA13,-0.928567005864864,0.31711720882057554,0.7426952535007584
mrna_ABT1,0.5039981884902249,1.2337507696194856,-0.21473194427558634
mrna_ZNF844,-1.5036070051806425,0.46523315468735155,0.31107558883056735
mrna_CCDC85C,0.919750297693391,-1.7617163874432045,0.0588776597707331
mrna_PDE10A,-0.44089503829232923,-0.7344149509706318,-0.3493027098040004
mrna_ZNF791,-0.005120737755931371,-0.02186135565824643,0.5863532285558278
mrna_OLFM2,0.06459827619534753,-0.8475896983844816,1.5020014763282168
mrna_ZNF518A,-1.869420142954068,0.8231336320059026,-0.3863509948215815
mrna_MDM2,-1.2710357872113225,0.8698485364165459,-0.3528206577055069
mrna_CTXN1,0.4979976673035155,-1.40446579856953,0.12582136343283035
mrna_NMNAT1,0.00970930897727865,-1.3961696532039214,-1.5896104884757227
mrna_PRMT5,1.2285052810918504,0.8798672893790856,1.270795066156647
mrna_MIR650,-0.25156130240541263,-1.0889782531574579,-1.3076211501589974
mrna_DKKL1,-0.11986846043996326,0.23816462380018,-0.746940524520822
mrna_HNF4A,0.7506441168895107,-0.17993387663125887,1.967588307728908
mrna_ETNK2,0.6228887385607175,0.22365448470835064,2.658625161335123
mrna_DLGAP1,0.03809189634157581,0.4969789662837577,0.0903762187652265
mrna_RPL13AP20,-2.460707374970162,0.3866437440282028,-0.9708466918430856
mrna_GLRX2,-0.009716185649757826,0.8902036471549721,-0.10543169928025786
mrna_UNC5B,0.8185660303388238,-1.9335330457072244,-0.3875117633899733
mrna_DNAJA4,-0.8717786077597048,-0.08092347631260405,0.345828784240169
mrna_MSLN,0.1979756320441231,0.6407140255061791,-0.4511983204951415
mrna_PSMC4,1.3330907093567235,-0.7795513915211432,1.84045267331064
mrna_PDE9A,1.0304609644288558,-1.9770973061002732,-0.5677905091604731
mrna_GFER,1.5019090153206938,-0.42671710632522686,0.10923210644884289
mrna_ZNF112,-0.5690345104862675,0.011953966521614597,-0.5480295636416315
mrna_ZBTB17,1.506949730669334,-3.4764757733811393,-1.142730316218092
mrna_GKAP1,-1.8953086715142642,-0.24256616927694374,-0.5430332189929853
mrna_COX6C,-1.201417039400894,1.2744535120424392,0.3660694545500272
mrna_LOC100131347,-0.7178097903984273,0.2984653548155467,-0.7046198200654988
mrna_NAA15,-0.5156478314198601,1.344793021010418,-0.15159311864651592
mrna_NPEPPS,-1.9199609498775898,1.142877506313544,0.06905826701514861
mrna_SYS1.DBNDD2,0.6269627245613559,-0.9119912480235344,-0.5840828155531603
mrna_CALM2,-1.2846965759063613,0.2981979734149752,0.08675528980274635
mrna_ALG2,0.6595980012797813,1.2990543278577884,-1.541034972803638
mrna_ZBED8,-0.41898913037820834,0.9759456281489564,0.4972054424407258
mrna_FANCD2,-2.2847562740286076,0.3996312653382829,-0.550927343944345
mrna_GLB1,0.3754353362607112,0.18589099618300797,-0.11447165277423389
mrna_JAKMIP3,-0.24177392823716032,-1.0384314939023829,-0.6007797578925766
mrna_NCEH1,0.16218093236511807,2.2234258576138326,1.6495232979386834
mrna_ZNF501,-0.8857318218000202,0.5348490481078267,0.2266483890648252
mrna_PSIP1,-2.2607191345307376,0.6871568176439222,0.2544117269937213
mrna_C2orf69,-2.644823099409037,0.8263509570745378,1.0572263308561656
mrna_C10orf99,0.4741352082060438,0.9842002129773529,0.5157747640373223
mrna_TBC1D1,0.6195218574966709,-0.18030441014009138,-0.624599920017394
mrna_FBXO33,0.23168970708932932,0.12401540301358026,3.141330291557458
mrna_PDHX,-0.6013778540805141,1.2161110232886545,0.07039465298940459
mrna_CWF19L1,0.017799240094649508,0.9320673372801969,-0.03436481533515785
mrna_PGRMC1,1.3924645578446286,2.5935743593383638,1.2518761648477594
mrna_LSM10,1.8710750578252273,0.17788389161688029,-0.6288275165661198
mrna_RBFA,-0.6362992486721174,-0.40655274888793536,-0.22055168189664057
mrna_LINC00896,-0.7700097919997644,0.623573584082818,-1.0351554366744264
mrna_C1orf43,0.06835554191657282,2.1113440772130465,-0.21010927091653306
mrna_TOMM22,-2.017613482749683,1.7552433700917494,0.6229886500049847
mrna_LDLRAD4,-0.2647473880796624,-1.2407380887662531,0.49100565363284143
mrna_ZCCHC24,1.2212724323675732,-0.9780071634085269,0.9169465993687131
mrna_IL37,0.5934914706086567,-0.7176547103184001,-0.7000852521525297
mrna_LSAMP,0.7436692995813181,-0.7811301391715161,1.5600018056745157
mrna_ATM,-1.6511659072182725,0.07599373279334212,0.341627078498338
mrna_DFFA,0.2498286439189161,-0.29129036504415,0.08678012597072143
mrna_MIR636,-1.9949951769028156,1.2974874134495569,0.5675163031465267
mrna_HSP90AB1,-0.4297543231743909,0.01979220168739654,0.8707899874679778
mrna_ZMAT1,-0.5127041796484091,-0.36580265036664505,-0.6388198888667347
mrna_ABHD4,0.8948585116710305,-0.7796947653432239,1.1493657768163943
mrna_LOC284023,0.8208442633200956,-1.4064948679572324,-0.8636751971012079
mrna_WDR43,-0.985825491972242,2.068538600606432,1.4576189342701367
mrna_PTDSS1,0.2700143343643802,0.8367227634902731,1.2895657394561855
mrna_HM13.AS1,1.2074722525111945,-1.15503088234346,-0.17581466399626725
mrna_GTF2IRD2,0.08722098538008907,-0.6650109497331234,0.11210930084083152
mrna_DQX1,0.22630271071136557,0.694064904225929,0.8551877166386684
mrna_TMEM39B,0.4284422353643569,-0.7865952823257435,-1.0146824311629683
mrna_FAM91A1,-1.3053368262881546,1.022032727181438,1.7093133086540524
mrna_SAPCD2,-0.4741179466859694,-0.07367752884046064,0.01334762759628024
mrna_H2AFY2,0.1685009209605808,0.7519466037758042,0.747739769086712
mrna_KCTD7,-0.39916594106725156,-1.0653390740934017,-0.19967990524315612
mrna_PHF11,-0.5070944973872669,0.45115182522353536,-0.7432946810959471
mrna_FAM186B,-0.28259990166113763,0.06509596405289302,0.6238132801364831
mrna_C3orf67,0.33770786749396087,2.1258471359311186,0.06382289916952284
mrna_TRIM68,1.4426302026900684,-0.279461213736305,0.33894557111942114
mrna_COPB1,-1.3829280914063597,0.852625167199453,0.15528605314794772
mrna_CDADC1,-0.2882423002578882,0.31858150396408813,0.11345711949471467
mrna_HSPB2,0.8988931184951087,-0.44187145500768743,-0.1993012984763776
mrna_GRK2,1.9094225906496116,-1.0026020496299588,-1.053879087826956
mrna_DHRS7B,0.49310328538014847,1.0626643799093176,1.1870837846169124
mrna_MGEA5,-1.1443126389735447,-1.2380571997582641,-0.6864285896406651
mrna_COX5B,1.3307062145804995,1.0282461813566937,0.16706046451952639
mrna_GCNT2,0.012068915538861648,0.8734064041930075,-0.29053941971937586
mrna_TNK1,2.4563434272733184,-1.9313349626655654,0.41013432389426135
mrna_CLEC4A,-0.0039615555380398395,-0.6899881404189512,-0.8326929430009855
mrna_BLCAP,1.3046258806224,-1.5000655584776874,1.1755474522796963
mrna_SQLE,-0.32360539863245097,0.1624766651802686,1.619989889100664
mrna_FOXRED2,-0.45442024508049766,0.14225917118695064,1.5500351837399353
mrna_ATPAF1,-0.2743649612361818,0.8214106385190606,-1.1019319505835006
mrna_LOC100996351,-0.596922841137226,-0.23520063915893127,-0.06459528620046935
mrna_AIRE,0.11389422019075549,0.9195137964180696,-0.2725895683549192
mrna_TBL2,0.9861912684459391,0.1404888209989391,1.5616390771268245
mrna_POU5F1P3,-0.9262037070975401,-0.622958455155336,0.03980284425377369
mrna_COX11,-0.7865367119149631,2.945877093530189,0.38314573570839733
mrna_TM2D1,-2.023856162043828,1.5979255710159797,0.5619643814047043
mrna_ZNF418,-0.09974393563090926,-0.6575145790745912,-0.1625214010371634
mrna_VILL,0.7200974565561368,-0.7001532027087801,-0.9906460663711112
mrna_IGLON5,-0.013956764224109582,-0.07227985193441439,-0.019158577845069386
mrna_CACTIN.AS1,1.1596631956050893,-1.320355331634888,0.9481331865775091
mrna_P2RX6,-0.47655676124743845,-0.4545201355686156,-0.09030694186947667
mrna_MTNR1A,-0.013302159686129841,-1.0186329970970398,-0.982441042939405
mrna_TMEM186,0.5060675242703478,-0.06857223953986137,0.14933653241324532
mrna_EDC4,1.9208298926687069,-1.1006063962918429,0.8762770118263442
mrna_ZNF146,-0.9958724322643383,0.7961866333816191,1.0531935546127473
mrna_SERPINB5,0.24213978784459184,-0.7671295316544317,0.2706539292094088
mrna_ATG4D,3.2782813003503004,-0.11891937273999603,0.5697597733851011
mrna_KCNK9,0.016235640141689087,0.9398668745357813,-0.41209966308093154
mrna_PI4KA,0.5278596277264386,-1.816572904964175,0.2861208412456562
mrna_VPS33A,-0.866172161538836,1.2593485573634717,0.8267253643350069
mrna_FAAH2,-1.009332489424871,2.5234074141830267,0.4380533482686133
mrna_ZNF250,-0.038907146361169855,-0.6464398776345396,0.8346476830357529
mrna_C6orf47,-1.0041913551527035,-1.588921856006247,0.7105377012346832
mrna_PKHD1,-0.40971273937814634,-0.658405190494515,-0.6685592219160602
mrna_SH3BGRL,-0.619694430566784,1.1406579732133593,0.6639517797352212
mrna_ITGA10,-0.14079223818790687,-0.8275834035450556,-0.18872421510806073
mrna_AMN1,-1.760050574887567,0.48393832115676694,-0.406951447381943
mrna_FLII,0.9725520571608931,-2.432905965038452,-0.49800299954407984
mrna_CFL2,0.37885549673092916,-0.21146416214347544,1.9164937502177053
mrna_MMADHC,-1.7935059622459169,2.1083450430357376,1.6539207796241995
mrna_MSMO1,-1.6761103596954523,0.7771989492380007,-0.03167629055637872
mrna_PSMB3,0.6923781139343236,0.70735085135019,0.5841430704093113
mrna_P4HTM,1.6741409850180256,0.7064817049851381,-0.9937219663551254
mrna_ZFPM2,0.2569951439391752,-0.863428839647796,-0.18218988054509233
mrna_CD226,-0.3278337402545809,-1.104765153106035,-0.59121818299098
mrna_EIF4ENIF1,-0.8873852179260312,-0.5856859861836545,1.2139906577611255
mrna_RNASEH2B,-0.8225336240566512,1.4641379138709365,0.791619856496815
mrna_TPH1,-0.2683408990502001,-0.3963956336860868,-0.37275862196698745
mrna_ALKBH5,-0.2953384376284431,-2.1464205509444456,0.625356402756109
mrna_LURAP1L,-0.5349238739088257,0.8118260853472832,0.14662392240812877
mrna_CDC42,-2.268382455778178,-1.112820409201102,-1.0524480471505853
mrna_CASP3,-2.27610949403891,1.274642864079965,-0.6431387119509855
mrna_BLOC1S6,-2.419189396537438,1.212161562782888,0.12166581811708176
mrna_CDK12,-0.9357330126014631,0.8323802242609131,1.3326804649209931
mrna_MTRNR2L3,-0.5706192663391155,-0.376929296865069,0.1935431542425239
mrna_UBL3,0.10087656245796431,1.016580011781285,0.612018543331616
mrna_BAIAP3,0.42765779306648055,-1.0235610107161632,-0.7403744353032086
mrna_SEC23IP,-1.0109208340180185,0.5054830345874185,-0.47020918085082924
mrna_FANCG,-0.4375325087777075,-0.6262722684420848,-1.5026813935768313
mrna_LCA5L,-0.7694459449242591,-0.22377791818550388,-0.9407901518090115
mrna_LRRC8D,0.34823508480750665,0.42770983783907424,1.3904389015120633
mrna_GINS3,0.553840634679205,0.6845263071279993,1.064375643826475
mrna_SLC35E3,-0.8570144754282497,1.183824022413329,2.1444861091229477
mrna_PSMC3IP,-0.8556652051003981,0.6128938256743967,-0.7858665051302286
mrna_WSB1,-2.2937294879036862,-0.14125647801266228,-0.2836955298242351
mrna_ZFHX4,0.16200717676509516,-0.3218637230507912,0.22753284175536492
mrna_SOCS5,-0.813536421642564,-0.5970410940803286,0.30251975985279417
mrna_GSKIP,0.26136828402306667,0.35397665799660727,-1.016399169776365
mrna_UBL7.AS1,-1.9815701771098684,1.6027112486459134,0.5657092340900821
mrna_GCSH,-0.997316387157048,1.4344323028026535,0.9632544730040956
mrna_PGPEP1,0.7845926401710638,-0.8382388330527304,-0.27646234313342377
mrna_LRRC29,0.10237039753310216,0.07554488246430024,2.251180146288687
mrna_BEX4,1.109930026737366,-1.8341650451085612,1.8616298178054518
mrna_DLGAP4,0.47976414644456866,-1.3139023594262076,1.4354002229484262
mrna_SLC15A2,-0.9222227910255552,-0.792304336808874,1.001508767789944
mrna_LRRC40,-2.2927529424133373,1.9503971181860824,0.5243652884691504
mrna_GUF1,-0.904404603701272,1.8101008494359596,-0.14909179677698417
mrna_LOC102724163,2.113448003740147,-1.0836108573673846,-0.578101367936145
mrna_IVNS1ABP,-0.9915177869755027,-0.9007824375379065,-2.1002207992949935
mrna_STEAP3,0.3756438229524873,0.29620953578812814,1.1765934225044932
mrna_MRPS31,0.029257140880629934,1.143185495015689,0.8608365707376453
mrna_HOXA2,0.2261935474094322,-0.9283794579473726,0.08787544317436212
mrna_ANKS3,0.6605225788271105,-1.3274667424513567,-0.40410504077018233
mrna_TPM3P9,-1.378959041177987,0.6994146539883764,-0.34750818426316915
mrna_MIR935,0.8350863835422729,-0.354670911463325,-0.6253543494028294
mrna_ATN1,-0.16437394746355308,-1.098985054521411,0.34119892741698804
mrna_ELFN1,2.825405521633596,-0.848114506562993,-0.46170303591401907
mrna_ARID3B,-0.6972178698720948,-0.31222684198302697,-0.5657083945088256
mrna_WASHC1,-0.6896133651915524,-0.7750188963124831,-0.7522591127031244
mrna_ESAM,0.7887951055542025,-0.6017205362280307,-0.6074942886965965
mrna_EFHC2,-0.2901688095049304,-0.7798488043548681,-0.10444491856809646
mrna_EPB41L4B,-0.9988484784505574,0.1967050314321768,0.054111596295196386
mrna_MYL6,0.6179549012243851,-0.5551752769916471,0.0016030891944609927
mrna_SNX29,1.0341516007920912,-1.6621917507932686,0.4082845132940686
mrna_ZNF836,0.31247386749304085,-0.489969432456064,-0.4522522042833628
mrna_DNAJC9.AS1,-1.9340153762408439,0.18991178288728486,-1.402413108724137
mrna_HARBI1,0.5306981517692361,-0.8112876445865345,0.9295497052824637
mrna_GSK3A,0.8893618725301465,-0.3142656553549534,1.7262581531125045
mrna_SLC26A4,-0.20013481635531938,-0.36369995608534295,-0.22457899322293845
mrna_TMED3,-0.30926000727451514,0.9370697340442445,0.060214035546936974
mrna_UBE2D4,-0.6278616501675123,-0.7567700283297261,0.41670949491521164
mrna_TEPSIN,0.6886869870992631,-0.5805406769316415,-0.43516197823304487
mrna_TMEM261,0.6904343761311704,0.8772880873777179,-1.331064435913179
mrna_GNA15,0.5745949812809041,-1.741065735401563,-0.12783547820921373
mrna_PEX19,0.17499356678562028,1.1120134835697773,1.6121910038760159
mrna_SGK2,0.002644300447255295,-0.3381773583919664,0.7910376858291642
mrna_PES1,0.2321557258240227,1.1531050770331703,1.5048700643331574
mrna_ADAM23,0.5910420822854862,-1.1200490371803424,-0.10679522402662497
mrna_ADTRP,-0.28495298532280444,-1.1522632098206758,-1.0251291299285736
mrna_GPRC5D,-0.903156622262702,-0.1303226031845431,-1.1243906994266313
mrna_HACD3,-0.6659273117693163,0.8082439345075652,0.30865154570490944
mrna_ASPHD2,0.18578408379154773,-0.2227830192349638,-0.3805303474553904
mrna_SFMBT1,-0.19639918740317414,-1.8874607449254786,0.02757074792156522
mrna_LINC00574,0.27530338811435484,-0.32385276115876094,0.3125049633971383
mrna_DNAJB9,-0.8278232315117731,1.216007166990272,0.4304792629776712
mrna_PGM2,-0.09029415571034768,2.068384541394025,0.5666417933858104
mrna_SAP30L,0.5990886746941709,-1.5441708180209561,0.4077822849624015
mrna_DDI2,-1.2188315732946655,-1.57231271810421,-0.28745820400389926
mrna_NCR3,-0.18448488581289782,-1.1410942116761262,-0.7888484237063621
mrna_GHR,1.3303273384403975,-0.9620757802936956,0.3146278340884971
mrna_EMC8,2.139816091120154,0.2047026243955665,0.362760689298861
mrna_SATB1,0.6089000235721602,0.5092519786954434,0.1984739921888478
mrna_TXNIP,1.0657465227300171,0.17895908608892913,0.443315574273866
mrna_ADPRH,0.34640583295372085,-0.36698275323316504,1.120727230667712
mrna_SLC38A1,-0.5191665691135827,-0.00620781197689623,0.31812702342400856
mrna_NPM3,0.8515961641265455,0.21318613809083103,-0.5519284452746599
mrna_MBNL2,0.315988849389642,1.2443959718827649,0.6413905537188255
mrna_RPL18A,1.9348055161473903,1.1672542770904497,0.2993599797904472
mrna_COPB2,-0.28510741912614695,-0.42833694511019665,0.528833743140995
mrna_DANCR,0.7336054191758692,1.0059108936960706,-1.485623152741166
mrna_NAGK,0.6342703538666391,-2.5427811427079883,-0.7315472972962537
mrna_F8A1,1.4729859954369502,0.6882316286204021,1.7281079219032949
mrna_EXD2,-1.9050026142249392,1.121810802958432,1.1836142685915574
mrna_CPSF4,0.7305156307801416,-1.0688670998528276,0.30143341339204804
mrna_IQCC,-1.659696567650703,-0.5055534124255369,-0.03150442125766664
mrna_CHEK2,-2.1752345581237336,0.5592368647986522,0.4892136016151864
mrna_GRAMD1A,1.3012471784840631,0.4733897694605671,0.4980708148897265
mrna_TAF8,-0.9247108132803827,-0.5202625244472466,0.37354180984689367
mrna_TUBGCP6,0.04182158196473876,-1.4962689048024187,-0.8366879056496247
mrna_IMPG2,-0.3765171797120705,-0.7051533839185116,-0.7080105883431691
mrna_KREMEN2,0.8048530994444081,-0.7219939374181167,-0.10419008374576415
mrna_ZNF396,-0.3809542829634064,-0.22344600857961894,0.6159701621397332
mrna_COA3,0.15092987061689003,1.45799966580622,-0.10837334590315158
mrna_CNTFR,0.1987582329930438,0.7535022121737593,2.339883086285188
mrna_DCBLD1,-0.37341623667461554,-1.8760792241285853,-0.41763941540629995
mrna_ZNHIT1,0.3559017110131402,-0.3952238449800331,0.6263426606333835
mrna_KDELC1,0.6448183105045339,-0.36099766904223024,0.4151698190519532
mrna_HP1BP3,-2.191288516245774,-1.7160710744473944,-1.193856778556447
mrna_C14orf166,-0.44185863985829016,0.9941132623145251,0.07146701138696329
mrna_UQCRH,-0.8596757253254788,1.1995461445484499,-1.886747156892754
mrna_FAM114A1,-0.07407407245372924,-1.1180075457059298,-0.6596271649906061
mrna_CTLA4,-0.47310792046830163,-1.3691755953187126,-0.832612536690011
mrna_MAST1,1.796684196660301,-0.613139707417712,1.7024113002766152
mrna_DAZAP1,-0.46602921651323304,-0.12444386369844432,0.5726414715585506
mrna_MAT1A,0.48779265877703865,-0.35722678214754344,-0.5262982632496102
mrna_UQCR10,-0.1041639844567699,0.3302525346996254,-0.7799687777281581
mrna_SLC6A4,-0.4857184676676233,-0.4102232192980233,2.2451088635494614
mrna_DLG3,-0.5421036770425386,0.4862265308090808,0.39606225911238013
mrna_ARL2,0.5894157444338148,-0.19338571618097342,0.8177562711976913
mrna_ACOX3,1.9003359658265904,-0.4394849254795186,0.5806411723933859
mrna_CDH6,0.6601726946299693,-1.556896084306781,-0.30737673481155625
mrna_TMIGD2,0.23493379328331376,-1.1839905539976998,-1.2618339962714182
mrna_FUT10,-1.4850463426675815,1.7522796941966816,-0.5819153314464081
mrna_GNPTAB,0.02848036109684395,0.07368606579801198,-0.11832421342795477
mrna_ZNF510,-0.07588778971499208,0.28948935062015874,-0.2213941489383963
mrna_ZNF571.AS1,-0.3846440511621186,-0.3404692458810249,-0.6822351271994019
mrna_TANC2,-0.11983748950052234,0.5743249509296626,-0.6644987952588854
mrna_OFD1,-0.8361027259241155,0.8785829039547961,0.6272103487131976
mrna_TMEM43,-0.24163783386110962,0.42270626462484007,0.33426132731541697
mrna_ECD,-0.8850792934364423,1.6806591228319288,-0.07544074177432962
mrna_ZNF239,-0.5346155508160205,-1.1494122057883522,-1.1097082492715724
mrna_RNF175,0.015693919479667258,-0.7192798836301321,-0.5584232603420022
mrna_SH3GLB2,0.17675135726566418,-1.1477831167019654,-1.946605846029794
mrna_TMEM260,-0.33397118900116185,1.2851832672965213,1.353677470810549
mrna_LOC105371049,0.8071809031345782,-0.08345223178264723,-1.094898025884563
mrna_SYMPK,1.1626440043264528,-0.21495846835477708,-1.3406700285510669
mrna_YBX3,-1.3795666874073762,-0.957321290215482,0.30770514217311384
mrna_CTNND1,-0.5760536046112106,-0.12252849376804589,0.34033033764590676
mrna_PRR16,0.5385511185317913,-1.1722238837973713,-0.12297527701201329
mrna_GPR83,-0.09763561525639924,-0.19743552321239527,-0.15500906392673572
mrna_SCAP,2.4070314242290616,0.037418099459380495,0.28740555661453937
mrna_SIN3A,-0.811278809268474,0.29636460738202336,0.45421544916382767
mrna_CATSPER3,2.216554118677313,0.12776046633916396,-0.5619699690652257
mrna_TAGLN,1.3206335546333519,-0.8939813593542573,1.298880170303509
mrna_HAPLN2,0.9816759049393253,0.19661593102124503,-0.3779292286863584
mrna_RPUSD2,1.1480908992647425,0.20496752772733218,0.0011134375245943514
mrna_NDUFAF6,-0.928593808769183,0.3269892811496793,0.9375744248132811
mrna_HIST2H2AC,-0.4160655127890323,-0.3004573587196762,-0.3873337529385692
mrna_MVB12B,0.9493634406713999,2.4802033282623124,0.04942797479341318
mrna_PTTG1IP,0.2110656968475497,-1.4483857660262005,-0.7605540079934511
mrna_TBK1,-1.2796609164224007,0.18597617918665213,0.3093960862363056
mrna_VPS51,2.003161274309669,0.056603491628769945,0.7747549818419732
mrna_C2CD4B,-0.16101139634312875,-1.3796502494044587,-1.4320221413071188
mrna_M6PR,-0.49716441064452094,0.5255170548460288,0.32470492229328507
mrna_BCL9,0.06730682964495367,-0.7008776469623234,0.46440690437876847
mrna_MAP1S,3.2647996790031355,-0.9843700384794627,0.6156584973705442
mrna_APOBEC3H,0.3992540808203729,-1.2198085800479557,-0.9127195901221534
mrna_MTG2,1.0245543823390435,-0.22829486564611132,2.247718149448037
mrna_RNF185,-1.2154212270419409,-0.1359284426330603,1.030614595082704
