,TCGA.3C.AALI.01,TCGA.A2.A0T7.01,TCGA.A2.A0YC.01,TCGA.A7.A13E.01,TCGA.A7.A6VV.01,TCGA.A7.A6VX.01,TCGA.AN.A0XP.01,TCGA.AO.A12G.01,TCGA.AR.A1AI.01,TCGA.AR.A1AR.01,TCGA.AR.A1AS.01,TCGA.AR.A24L.01,TCGA.AR.A24T.01,TCGA.B6.A0RM.01,TCGA.B6.A0X7.01,TCGA.B6.A1KF.01,TCGA.BH.A0DV.01,TCGA.BH.A0E0.01,TCGA.BH.A0E2.01,TCGA.BH.A0H0.01,TCGA.BH.A0HI.01,TCGA.BH.A0RX.01,TCGA.BH.A1F2.01,TCGA.BH.A202.01,TCGA.BH.A6R9.01,TCGA.C8.A1HO.01,TCGA.C8.A26X.01,TCGA.C8.A3M7.01,TCGA.D8.A1XZ.01,TCGA.D8.A1Y2.01,TCGA.D8.A27L.01,TCGA.E2.A1IF.01,TCGA.E2.A9RU.01,TCGA.E9.A1N5.01,TCGA.E9.A1R0.01,TCGA.E9.A1R7.01,TCGA.E9.A245.01,TCGA.E9.A5FK.01,TCGA.EW.A1IY.01,TCGA.EW.A1OZ.01,TCGA.EW.A6S9.01,TCGA.EW.A6SD.01,TCGA.HN.A2OB.01,TCGA.LL.A440.01,TCGA.OL.A66K.01,TCGA.PL.A8LV.01,TCGA.PL.A8LY.01,TCGA.S3.AA15.01,TCGA.WT.AB41.01,TCGA.Z7.A8R5.01
hsa.let.7i,-0.901637853,-0.44711671,-0.091649479,1.265359296,0.294515551,-1.005632009,0.119363538,-1.402578389,0.316320757,0.607864124,-1.30385221,0.011172557,-1.150891981,-1.202711939,0.657290473,-0.848915333,0.402014532,0.002107119,1.213233217,-0.604699387,-1.052658362,1.779891463,0.392948496,0.923288326,1.241803006,1.084055742,0.800038144,-0.42065896,0.895087224,0.227007229,-0.24880171,0.944433293,-0.083247327,-0.818467091,0.018809256,0.215713596,-1.271856132,0.388870494,-0.320692927,-0.83347576,-0.984733671,-2.799019059,-0.045073986,1.121013205,-0.879892708,0.739764786,1.932873541,1.796259446,0.335838131,1.345377473
hsa.mir.1.1,-0.957563159,-0.06380044,0.410090041,-0.459639098,0.384568261,-0.912298137,-1.152391714,0.653711428,-0.293729346,-1.155423909,-0.141820417,-1.21047768,-1.366945932,6.652199836,-0.073442363,0.526676468,5.089237055,0.166628838,-0.606249165,2.696201555,0.484123323,0.630689353,2.121518563,0.779003876,-0.462133133,0.488270891,-0.672482451,1.724491641,0.194468995,-0.970762454,0.72783035,1.056876129,-0.231838151,3.407736611,-0.765385148,1.20294372,0.05398191,0.154083205,-0.558786403,-0.557585476,-0.209532252,-1.351612135,-0.347179408,1.46029502,0.424024518,-0.942687516,0.875379742,1.15899147,-0.208908451,-0.568302838
hsa.mir.1.2,-0.71501466,-0.106876128,1.121477118,-0.580633019,0.703898114,-0.335545575,-1.256121763,-0.84309877,-0.099700268,-0.086734551,-0.58051716,-0.853097548,-1.431335351,6.488701906,-0.035589322,0.560018916,4.964518122,0.338000081,-0.704577398,-0.950399733,0.274136344,0.4037086,1.846740769,1.179075215,-1.30339915,0.931034493,-0.736732964,2.009924328,0.009712264,-0.447217899,0.640398322,-0.597137037,-0.407196429,-1.108715872,-0.361865356,1.480522562,-0.229647345,0.636162974,0.3498759,-0.371524501,-0.556577922,-1.158629319,-1.30360696,1.621378349,0.234927733,0.010889443,1.382612466,1.759491794,-0.387529669,0.051293262
hsa.mir.100,-0.810860677,0.965294827,-0.086187892,-0.241753089,0.233948447,-1.076066425,0.343702252,0.052098004,-1.620370354,-0.68411538,-1.480820525,-0.299581204,0.667831242,0.037666603,-0.677935743,0.341104926,0.903905994,-0.448866679,1.482082747,-0.82870556,-0.487751797,1.836919151,0.594621417,-0.431068395,0.595442725,-0.170605483,-0.019591432,1.553662579,0.441599153,1.433277847,0.542810468,0.713642087,-0.452098427,-0.592940473,-0.00485106,0.234280343,-0.758877801,0.046746058,-0.483057543,-0.519940343,-0.479473395,-1.425595247,0.794879051,0.856569662,0.670069455,-0.53225784,1.51962762,0.505904313,0.826541964,1.132516309
hsa.mir.101.1,-2.419544206,0.489903519,0.893569663,0.726147741,-0.230666337,-0.112674118,-0.852199891,1.087428582,-0.577381041,0.38035078,-0.194089547,-0.846027549,0.348445117,1.564916362,-0.276300411,-1.580153549,-1.609059909,-0.300470877,-1.637115985,2.397888556,-0.360389125,0.37602504,-0.45571183,-0.877504656,-1.588294656,1.444507509,-0.726048601,0.204081397,0.434897465,-0.076430315,-0.187142141,0.248826029,-1.885246041,0.223069825,0.066356622,-0.257037317,0.023811375,0.776894023,-0.683796261,-1.10756997,-0.601282921,-2.458904007,-0.306381783,-0.923935981,-0.147931868,-0.376548621,0.077450398,-0.523248984,1.419372668,0.922135647
hsa.mir.101.2,-2.470944505,0.452500394,0.970854183,0.758265223,-0.22169828,-0.106656167,-0.751434089,1.100669806,-0.585104617,0.376276824,-0.207810568,-0.860933894,0.359760876,1.566585145,-0.318657718,-1.572262579,-1.542720901,-0.317797402,-1.641420457,2.402413287,-0.371283965,0.405383576,-0.447648082,-0.867232826,-1.564803391,1.431085345,-0.76403814,0.247315091,0.414521023,-0.084266479,-0.159355344,0.19894335,-1.933987381,0.245826147,0.032549974,-0.262815398,0.001772706,0.788333323,-0.681031116,-1.131976389,-0.609208554,-2.469560611,-0.298748723,-0.855085068,-0.143769759,-0.384835219,0.116633359,-0.523703441,1.397306959,0.918983084
hsa.mir.103a.1,-0.996695735,0.987821512,0.494867395,1.060721691,0.892063129,0.062532189,-0.563218774,0.150492773,0.744991554,0.328349294,-1.204387424,-0.738008102,-1.420335724,0.786499314,0.16064391,-0.522588185,-1.76047986,0.14548203,1.171853938,0.579141154,0.592846534,-0.463615664,-0.884529019,0.00662549,-1.56775516,-0.253236867,-1.631366066,-1.316044647,-0.199071884,0.471274695,0.576836899,-0.440326181,0.842418527,-0.994038682,-0.028321392,0.004939446,-0.447826401,1.38082992,-1.328958694,0.645256674,0.670511387,-1.211819691,-1.28715045,0.304180938,-0.474473192,0.969192423,-0.443175909,-0.919917179,1.137033919,-0.371753996
hsa.mir.103a.2,-0.968895946,0.993735613,0.505584475,1.059406714,0.91405039,0.076667316,-0.571109345,0.171084048,0.796278201,0.295210522,-1.214921127,-0.773206053,-1.448885688,0.730467913,0.154086026,-0.527232355,-1.784013026,0.111088056,1.177483041,0.583076653,0.601716557,-0.409077675,-0.923245723,-0.006897554,-1.584383647,-0.23569911,-1.677336823,-1.332622567,-0.210669426,0.451829038,0.549216195,-0.484547556,0.827067438,-1.05832372,-0.035499089,0.021731552,-0.441947518,1.376736433,-1.310833275,0.601970693,0.684113234,-1.205146528,-1.248682626,0.312646011,-0.482083982,0.980751867,-0.447083699,-0.927794296,1.145158465,-0.382750682
hsa.mir.106a,1.274290661,-0.404088376,-0.667726318,-0.576754496,-1.124874309,1.008310654,0.258373979,-0.415871342,2.286902212,0.734823156,0.289191423,-0.550179051,-1.129082422,0.219484893,0.447918849,0.455275993,-1.524170436,2.012946202,-1.632949403,0.814515434,-0.794854477,0.691012562,0.678396319,1.182736025,-2.364187624,0.453397274,-0.455910479,0.384834614,1.146356472,-0.657393049,-1.666943723,0.519662002,0.751198057,-0.734039246,-0.667310422,-0.030517312,-1.777410556,0.773193679,-0.414660674,0.391736975,-1.349173772,-1.436362822,-0.567369601,0.187483326,0.335574426,-0.015543807,-0.687762426,0.001825439,-0.434133045,-0.39037406
hsa.mir.106b,0.212009639,-1.149323443,-0.120632101,1.785577426,1.083611483,-0.457222567,-0.823858495,-0.077488323,1.485943039,1.208683367,-0.410905616,-1.202245854,-2.231922089,-0.14762649,1.104498868,1.81176294,-1.745093547,1.604192304,-0.081558026,0.649079267,-0.962434482,0.776945374,-0.114992392,0.083545552,-1.102505177,0.722547413,-0.284635256,-0.725537493,0.802515733,-0.548490069,-1.502152567,-0.603224042,1.068557417,-0.320166653,-0.04027114,-0.396455255,-1.125001913,0.396758389,-0.530841493,-0.839111613,-0.195819035,-0.743761055,-1.882493804,-0.820771333,-1.302608549,1.932742998,-0.69975309,-0.44738735,0.067050504,-1.124128517
hsa.mir.107,-0.692410543,-0.207308328,-0.118464998,1.261327791,0.289766763,0.057103302,0.772039169,-0.501558116,0.658984567,0.335365211,-1.488535438,-1.692933559,-2.887754355,0.282581929,0.741701587,0.089670606,-1.041835615,1.320795084,0.596324924,0.771968073,0.308127242,0.032745144,-0.741133248,0.381863998,-1.713456348,1.389372799,-1.320314163,-1.79321767,-0.262036516,-0.24756239,-0.305888935,-0.487298562,0.309711742,-1.323178069,0.405217916,-0.647548451,-0.355787892,0.485568956,-0.945308661,-0.769456956,1.525813735,-1.167507064,-1.666163522,-0.548072021,-1.393371566,0.758324864,-1.623652312,-1.40994221,1.859822348,-0.924464096
hsa.mir.10a,1.682139665,0.214469707,0.068736093,-1.217350177,-0.473530518,2.834670374,1.612382778,-0.546736248,-1.449003294,-1.599537523,-0.525619441,-0.015903896,0.363134447,-1.028347453,1.246616466,-0.773904818,0.456686635,1.206488737,-0.2581492,-1.170106562,2.258267528,-0.410587064,0.479801134,-0.537748829,0.753521181,-1.367675081,-0.991392402,0.673793489,-0.053435869,1.07871982,1.412158798,0.480674399,-0.87214727,-0.739596856,0.22022575,0.176694047,-1.24828301,0.619550032,1.659608038,-0.601358219,-0.82222799,0.653983644,0.964090857,0.135297787,1.579921329,-0.802757147,-0.108855921,-0.23010603,-0.47625836,-0.040926643
hsa.mir.10b,-0.659340206,0.289216111,0.258340146,-2.025687126,-0.635913788,0.397098911,0.001224801,0.187100252,-1.099745252,-0.991290827,-1.168509181,0.243526169,0.691798596,-1.129076589,-1.466278545,-0.285474901,0.728426798,-0.807608243,-0.603991947,-0.545452262,0.303399038,0.107201881,0.952825647,1.216369021,0.391613744,-1.206892116,1.318865816,1.19672804,-0.745605457,0.895701755,0.35979264,0.963460782,-1.247181021,-0.519809769,0.753052771,1.189492658,-1.06209688,1.523048665,-0.479580558,-0.400121688,-0.796441266,-1.863765181,1.163016662,0.728614356,0.273283082,-0.3529444,2.201019343,0.253859022,1.371654798,0.567241052
hsa.mir.1180,-0.15873402,0.140959632,1.228779066,1.571718742,0.00865333,-0.585890078,-0.931895346,-1.291392488,1.868931981,-0.948012012,-0.46088714,-0.033759922,-2.122300072,-0.050671329,-0.353541293,0.876102594,-0.558411602,1.066374326,1.054019526,-1.168183327,-0.783155463,-1.549291391,-0.670698364,-0.060769523,-0.880613163,0.262774314,-0.076333194,-2.010810239,2.147298266,0.130939414,1.163971576,-0.258468524,0.959416967,-2.149973349,0.455784941,-1.21548658,1.535908873,-0.548582588,1.032699047,-1.847433976,-0.021200879,-0.594147625,-0.302167863,-0.82367586,-0.342342673,-0.441410121,0.234793257,0.090316852,-0.334818142,-0.491623799
hsa.mir.1226,-0.176348067,-0.601163394,-0.710532361,2.302402148,-0.285320459,-0.767858975,0.335717895,-0.983761674,0.436364435,1.281721897,0.249051842,-0.627850364,-1.461814505,0.159119485,0.950620359,1.550387642,-0.634612049,2.216364781,-0.041000761,-1.022446824,-1.145936291,-0.418538117,-0.09044969,1.185229752,-0.899156929,0.566459836,-1.091434328,-1.661690147,1.040375744,-0.146621846,-0.671068436,-0.632752554,1.21116267,0.30979206,-0.0354441,-0.660412377,0.21458588,-0.916129049,-1.290474374,0.776201203,-0.72005749,-0.478372506,-0.219938389,-0.977913328,-0.991090997,-0.379586927,0.505117437,2.56702825,-1.081900419,-0.980778555
hsa.mir.1228,-1.229212252,-0.468836816,0.427889915,0.577449144,0.26690875,-0.736442439,-0.13950363,0.690338813,0.04510274,0.515423629,0.545245963,-1.806318862,-2.022406062,0.458645366,2.013876631,0.319544827,0.374489592,-0.66619978,-0.484241652,-0.451178262,1.364854817,1.38871417,-0.335836134,1.720447794,0.927287518,-0.95400321,-0.009832687,-1.434214382,-1.207095909,0.513592882,-1.04093838,1.567571794,-0.960422982,-0.32335926,1.491233047,0.154308047,0.010947175,-1.427078978,-0.707881994,-0.089392562,-0.991128294,-1.113948762,-1.019485492,2.61157945,-1.302409344,-1.215852656,0.135395834,2.291394046,2.027521274,0.548008212
hsa.mir.1245a,-0.480413739,0.494398167,0.678139513,-1.301326576,0.09785969,0.764945404,-1.070895296,-0.216354477,-1.689467375,1.522025615,-0.50322575,0.128144601,0.773063058,0.280021774,-0.683641637,-0.115762984,1.612672929,0.494742993,-0.189691349,0.20488729,0.121082663,0.468735385,0.854484353,-1.437412757,1.748646626,-1.506709256,-0.403357061,-1.041482118,-0.519242424,-1.123288936,0.719154606,2.741908507,0.283804502,0.69543028,0.315357943,-0.682578954,-1.380557285,-0.282856459,-0.142768137,-0.318738024,0.345500161,-1.624952924,1.135527733,2.848518943,0.635835206,-0.587430331,0.793370124,1.84739242,0.89361681,-0.206232544
hsa.mir.1247,-0.90984694,0.151888916,-1.146988206,-1.971517967,0.735846472,-1.63015696,-1.133430892,0.0049963,-0.966558256,0.332406748,-1.971453119,-1.743862583,-0.327972272,-0.695311547,2.126604707,0.214779331,1.42836767,-1.32723232,-1.322833793,-1.216930806,-0.005860392,0.755427371,0.104557059,2.336124636,0.294484862,0.26404435,1.045916163,1.522808051,-0.436376095,0.774292068,0.707656276,1.014715011,0.210943641,-0.392334937,0.271136298,-0.5104409,-1.016651909,-0.795623198,0.533688226,0.350833592,0.761032526,-0.844083219,0.560127,0.360765922,0.21581814,-0.603450244,1.581586636,0.613123105,0.137394012,1.930646924
hsa.mir.1248,-1.08293098,-1.523983567,-0.182936786,-0.180803785,-0.92738531,0.056120911,-0.468986825,-0.220527971,0.634386411,4.077477224,0.615928425,-0.543752492,-0.775633475,-1.415326754,-0.732320353,0.022240929,-0.267916475,1.357457337,-0.056118135,-1.155454222,0.068781516,0.798470968,-0.004019099,0.554894218,-0.590374484,1.483502094,1.510567573,-0.718188333,0.776496469,0.106708738,-0.807133519,2.323987482,1.580409334,-1.031633187,0.848167837,-0.404014291,-0.878929986,1.443061135,-0.733350357,-1.042616303,-0.04272778,-1.197422712,-1.705484921,-0.772712631,-0.23860639,3.152757573,-0.194961891,-1.147050607,-0.155410205,-0.042694651
hsa.mir.1249,-1.401248974,-0.578298395,-0.16962988,1.12038033,0.062424748,-0.470679966,-1.516470294,0.669033769,2.380381316,0.141577125,-0.307588885,0.702664101,-1.716661325,-0.837809576,-0.842782961,0.186060934,-0.088735694,1.672552824,-0.567232897,0.076897842,0.120468998,-1.520775606,1.229090194,0.93932426,1.63791438,0.613865311,0.491759764,-1.89305913,0.991142465,0.996983649,-0.928714217,1.037998573,-1.114798575,0.460243077,1.55270048,-0.757842265,-1.731213497,-1.576976896,-0.587902288,0.629318171,-0.148379572,-2.087237632,-0.316303156,1.571251572,-0.886603803,-0.02497428,0.43533562,-0.261241021,2.375870882,0.774916732
hsa.mir.125a,-2.003895138,-0.071596969,0.786000122,-0.434644009,0.13440723,0.101977783,-0.364660516,0.416999089,-2.627299966,0.45773662,1.219959532,0.644085379,-0.798130643,-0.282940908,0.203155153,-0.026440643,1.731371838,-0.604992031,1.669574901,0.433771253,-1.525953423,-0.253316969,0.327118455,-0.440207098,-0.165723647,2.031830784,-2.709458059,-1.120079357,2.251145423,-1.28096297,-0.34717821,0.140885645,-1.406788042,-1.371941298,0.764838013,-0.464638072,0.827220392,-1.39666916,-0.848868984,-1.225812317,-0.497820908,-0.69239759,0.833573135,-0.399524574,-0.425032532,-1.592865847,0.023063291,-0.244446583,0.779902523,0.77437546
hsa.mir.125b.1,-0.483968295,0.588802321,-0.697577829,-0.057177792,0.138227604,-0.90289798,0.43809676,-0.371389295,-1.234510655,0.017844627,-0.913407989,-0.020402789,0.008738722,-1.764523322,-1.179939266,1.4410121,1.878982384,0.146079635,1.004476265,-0.967123831,-0.552178864,1.125986094,0.632444716,0.253196823,0.851036561,1.005018112,-0.572110368,0.013258372,0.546105751,0.03608962,0.398940846,0.968085863,-0.523645566,-0.881445361,0.771848379,0.199518272,-0.378322754,-0.283899156,-0.563512271,-0.531899886,-0.35448176,-2.088031714,1.082718253,1.079553265,0.488008937,-0.5156356,1.775587069,0.922898307,0.787567147,1.361490484
hsa.mir.125b.2,-0.575693076,0.79471518,-0.440596488,0.110957806,0.139780535,-0.875519877,0.141853292,-0.34880019,-1.05321355,-0.01680972,-0.899089392,0.028538363,0.092047358,-1.564085125,-1.174054603,1.579055764,1.821617302,-0.052649927,0.871442126,-1.219790115,-0.625787001,1.062698631,0.52121504,0.193234715,0.755860537,1.019216727,-0.642562762,0.084717455,0.445329626,-0.046999417,0.338766627,0.91951833,-0.536829308,-0.947194848,0.825736365,0.182433559,-0.374232498,-0.230073197,-0.577728255,-0.602453745,-0.404146904,-2.115531178,1.099100019,1.06810876,0.447133036,-0.503010355,1.792380955,0.947934799,0.757913394,1.367215068
hsa.mir.126,0.132509752,-1.059132806,0.487388437,-1.074693797,-0.010672187,-0.308621046,0.318962554,0.220914519,-0.529538705,1.177917009,-1.188680771,0.541788362,-0.6118912,-1.417476544,-0.755500857,1.041274904,1.356202318,1.22005224,-2.027796119,1.214834604,0.528342184,1.182655836,0.738227578,0.607020642,-1.366336531,0.697728166,1.485813606,-0.210020724,0.271874541,-1.797140635,-2.224838111,1.444424584,-2.521405622,-0.255087347,0.279730217,1.42748014,-0.059075466,-0.178229232,-0.426479654,0.202108681,-0.999684517,-1.437269109,-2.18457073,-0.271371913,-0.18120431,0.220606528,0.578175794,1.746753616,0.913720867,0.181740303
hsa.mir.1266,2.253863318,-0.887028656,0.672762604,-1.766489914,-0.027124333,0.48675781,0.853015549,1.124363622,0.630768794,-0.711499348,0.157322419,-1.288606527,-1.80642177,0.514001242,0.657909363,-0.245799644,-0.24360067,0.444350566,-0.889175886,1.132305167,0.438481954,-0.209120455,-0.164892684,0.062378812,0.854043433,0.227305604,-0.216597969,-0.787091711,3.497894091,-1.428012871,-0.490571672,-1.613020348,1.07392079,1.091324455,1.209146188,-0.824848663,-1.002779587,0.755186961,0.000416582,-0.241725253,1.207174677,-0.927588332,-1.050095357,-0.517318554,-0.620908637,1.121786037,-0.193407907,-0.138757165,-1.057183056,-1.365189502
hsa.mir.127,-0.298732124,0.586766923,0.185063425,-0.470845674,-0.123254329,0.195751241,0.718950374,-0.078278781,-2.207575403,0.546118741,-0.730825335,-0.006888937,-0.052919919,-0.451585899,-0.596718394,-0.655512941,0.779352492,-0.603219645,-0.622977522,-1.519934505,0.501596991,0.826386804,1.483017213,0.962834571,0.944077287,-0.257144221,-0.046111922,0.136131807,0.158784203,0.456859913,0.075183314,1.78632671,-0.145074539,-0.4134896,0.534282279,0.38741162,-1.529419451,-0.604712942,0.428963696,-0.014839809,0.465280744,-1.604803643,0.641029499,1.753358062,0.478161229,-0.295721019,1.457654365,1.445792438,0.704878193,0.501856741
hsa.mir.1270,0.29348237,-0.64619379,-0.317610235,1.858678106,-0.590446516,-0.914327306,1.931027726,0.623357624,0.325239184,-0.352538467,0.917937772,-0.150561955,-1.162092592,-0.816685863,0.672631296,-0.142945678,0.807494462,0.925854611,0.042045121,-1.019827287,-1.367453413,0.058508361,-0.060739435,0.598574299,-0.597319508,-0.223174452,1.643462541,-0.844630049,1.9268722,-0.97044039,-0.735973038,-0.160646369,-0.139532695,0.011088025,0.238672328,0.43870716,-0.274214884,-0.338479743,-0.162626211,0.578218961,0.750933061,1.323137185,-0.312542867,-0.474011143,-0.744769988,-0.943809593,-0.198381691,0.468173269,1.341736945,-0.832618836
