sample_id,has_mrna,has_mirna,has_methy,has_cnv,has_label,modality_count,cancer_type
TCGA.AO.A1KP.01,True,True,True,True,True,4,GS-BRCA
TCGA.AO.A1KR.01,True,True,True,True,True,4,GS-BRCA
TCGA.AO.A1KS.01,True,True,True,True,True,4,GS-BRCA
TCGA.AO.A1KT.01,True,True,True,True,True,4,GS-BRCA
TCGA.AQ.A04H.01,True,True,True,True,True,4,GS-BRCA
TCGA.AQ.A0Y5.01,True,True,True,True,True,4,GS-BRCA
TCGA.AQ.A1H2.01,True,True,True,True,True,4,GS-BRCA
TCGA.AQ.A1H3.01,True,True,True,True,True,4,GS-BRCA
TCGA.AQ.A7U7.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TP.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TR.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TT.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TV.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TX.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0TZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0U2.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0U3.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A0U4.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AI.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AK.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AL.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AN.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AO.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AP.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AR.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AS.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AU.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AW.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AX.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A1AY.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24H.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24K.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24L.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24M.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24N.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24O.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24P.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24Q.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24R.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24S.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24T.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24U.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24V.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24W.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24X.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A24Z.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A250.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A251.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A252.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A254.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A255.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A256.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LE.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LH.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LK.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LM.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LN.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LO.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A2LQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A5QM.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A5QN.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A5QP.01,True,True,True,True,True,4,GS-BRCA
TCGA.AR.A5QQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0I1.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0IK.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RE.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RG.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RI.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RL.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RM.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RN.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RO.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RP.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RS.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RT.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RU.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0RV.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WT.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WV.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WW.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WX.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WY.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0WZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0X4.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0X5.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A0X7.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A1KC.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A1KF.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A1KI.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A1KN.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A2IU.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A401.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A409.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A40B.01,True,True,True,True,True,4,GS-BRCA
TCGA.B6.A40C.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0AU.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0AW.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0AZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0B3.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0B5.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0B9.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BA.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BF.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BM.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BT.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0BZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0C0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0C3.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DG.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DH.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DI.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DK.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DP.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DS.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0DV.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0E0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0E1.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0E2.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0GY.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0GZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0H0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0H3.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0H6.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0H7.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0H9.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HA.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HB.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HI.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HK.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HP.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HX.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0HY.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0RX.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0W3.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0W4.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0W5.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A0WA.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EN.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EO.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1ET.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EU.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EV.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EW.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EX.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1EY.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1F0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1F2.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1F6.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1F8.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FC.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FE.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FG.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FH.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FL.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FM.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FN.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FR.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A1FU.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A201.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A202.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A203.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A204.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A208.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A209.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A28Q.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A2L8.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A42U.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A42V.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A5IZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A5J0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A6R8.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A6R9.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A8FY.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A8FZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.A8G0.01,True,True,True,True,True,4,GS-BRCA
TCGA.BH.AB28.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HE.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HF.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HG.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HI.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HK.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HL.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HM.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HN.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A1HO.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A26V.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A26W.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A26X.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A26Y.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A26Z.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A273.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A274.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A275.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A278.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A27A.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A27B.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A3M7.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A3M8.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A8HP.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A8HQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.C8.A8HR.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1J8.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1J9.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JA.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JB.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JC.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JD.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JE.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JF.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JG.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JH.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JI.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JK.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JL.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JN.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JP.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JS.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JT.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1JU.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1X5.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1X6.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1X7.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1X8.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1X9.01,True,True,True,True,True,4,GS-BRCA
